track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0,0.628,0.924,11,-5.558,0,0.0354,0.0072,2.99e-5,0.0715,0.592,132.979
41,0.794,0.594,2,-12.559,0,0.0749,0.00109,0.812,0.104,0.783,132.738
28,0.875,0.785,1,-5.933,0,0.0485,0.00307,0.00572,0.0749,0.283,116.369
33,0.631,0.572,6,-12.756,1,0.0562,8.87e-4,0.031,0.0878,0.902,122.563
8,0.641,0.872,6,-12.282,0,0.0516,9.28e-4,0.0752,0.0913,0.722,121.015
34,0.741,0.81,5,-10.751,1,0.0524,0.241,0.18,0.0921,0.827,119.629
2,0.569,0.513,7,-19.45,1,0.0362,0.0594,0.219,0.335,0.892,119.943
11,0.726,0.78,7,-6.672,1,0.0378,0.00538,2.69e-4,0.0213,0.565,117.998
48,0.757,0.505,4,-10.934,0,0.0358,0.00552,0.0182,0.13,0.693,128.979
33,0.862,0.639,10,-14.938,0,0.0917,0.376,0.0702,0.162,0.469,111.839
38,0.691,0.839,5,-10.401,1,0.05,0.0193,0.0701,0.0503,0.808,109.152
0,0.904,0.758,10,-8.849,1,0.123,0.0334,0,0.324,0.769,120.615
12,0.777,0.805,1,-12.468,0,0.069,0.163,3.61e-6,0.532,0.872,127.01
15,0.753,0.868,7,-9.618,1,0.0339,0.00152,0.713,0.345,0.691,125.953
0,0.643,0.879,7,-5.829,0,0.0401,0.0342,0,0.107,0.658,129.983
43,0.794,0.744,0,-6.067,1,0.0544,0.0215,2.82e-5,0.0431,0.963,129.971
12,0.772,0.78,10,-4.288,0,0.108,0.0512,0,0.119,0.719,124.988
72,0.505,0.71,3,-3.015,1,0.0321,0.19,2.5e-4,0.329,0.428,89.938
79,0.394,0.858,4,-2.868,0,0.0729,0.00359,0,0.102,0.56,176.044
73,0.615,0.868,2,-3.606,1,0.07,0.00131,1.54e-6,0.671,0.475,108.017
8,0.7,0.714,9,-6.295,0,0.104,0.122,0,0.0428,0.458,99.909
11,0.777,0.627,7,-6.142,1,0.0792,0.356,0,0.0956,0.444,100.054
80,0.748,0.788,1,-7.055,1,0.0334,0.0591,0,0.0863,0.884,120.076
70,0.722,0.758,11,-4.477,0,0.0471,0.0111,0,0.308,0.62,128.047
74,0.664,0.705,1,-4.972,0,0.0382,0.0654,0,0.115,0.477,122.017
80,0.774,0.753,4,-5.445,0,0.0517,0.153,0,0.0371,0.896,119.002
79,0.765,0.473,10,-5.829,1,0.0514,0.287,0,0.391,0.34,119.992
73,0.448,0.784,9,-3.686,1,0.0627,0.106,1.08e-4,0.668,0.236,136.245
69,0.622,0.961,4,-2.616,0,0.0669,0.102,1.6e-4,0.264,0.687,149.962
79,0.728,0.563,1,-8.053,0,0.134,0.621,0,0.179,0.352,100.017
35,0.479,0.545,7,-7.346,1,0.0688,0.365,0,0.0963,0.244,74.897
65,0.635,0.926,0,-5.589,1,0.151,0.0893,4.53e-6,0.0928,0.761,100.048
74,0.669,0.832,0,-5.72,1,0.0682,0.0106,0,0.0968,0.7,113.035
80,0.705,0.769,9,-5.526,0,0.0426,0.112,0,0.105,0.59,107.939
47,0.61,0.841,7,-4.579,0,0.0692,0.056,9.85e-6,0.118,0.431,126.889
84,0.678,0.588,7,-7.015,1,0.276,0.141,6.35e-6,0.137,0.486,186.005
84,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08
18,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-6,0.0649,0.283,80.025
85,0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93
70,0.738,0.804,11,-3.851,1,0.0621,0.332,0,0.279,0.949,174.943
24,0.566,0.664,4,-5.303,0,0.0464,0.634,0,0.116,0.437,128.945
67,0.667,0.613,1,-5.353,1,0.0344,0.403,0,0.115,0.47,91.024
66,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062
76,0.516,0.764,2,-6.223,1,0.0366,0.0717,0,0.115,0.376,148.021
72,0.56,0.872,3,-4.269,1,0.14,0.0239,7.52e-6,0.371,0.681,126.053
70,0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75e-5,0.0927,0.392,107.938
69,0.743,0.766,0,-6.375,1,0.0265,0.0873,0,0.509,0.61,127.96
72,0.739,0.756,4,-4.828,1,0.0394,0.0136,0,0.37,0.523,110.028
71,0.679,0.715,9,-6.383,1,0.0407,0.0755,0,0.271,0.571,127.435
74,0.781,0.853,1,-3.68,0,0.0715,0.0525,0,0.12,0.624,110.049
59,0.608,0.614,2,-3.727,1,0.0285,0.227,4.06e-6,0.157,0.402,127.884
82,0.612,0.28,0,-8.648,1,0.0434,0.932,0,0.088,0.387,72.795
65,0.471,0.924,8,-3.906,1,0.0586,0.00301,0,0.313,0.725,154.961
67,0.75,0.727,5,-4.21,0,0.142,0.0189,0,0.266,0.359,129.993
73,0.562,0.939,0,-4.282,1,0.0475,0.046,0,0.112,0.684,116.044
63,0.864,0.515,0,-6.967,1,0.0367,0.571,7.92e-5,0.0947,0.755,129.048
67,0.718,0.82,5,-3.453,0,0.0323,0.0444,0,0.0846,0.613,92.998
70,0.634,0.69,6,-7.804,1,0.052,0.0771,0,0.132,0.645,94.988
4,0.75,0.756,1,-4.45,1,0.0426,0.0187,0.00125,0.196,0.6,127.992
58,0.657,0.679,2,-5.511,1,0.0269,0.00246,0,0.211,0.331,120.007
70,0.685,0.466,0,-9.074,1,0.0304,0.794,2.06e-6,0.0915,0.353,79.936
9,0.574,0.512,5,-6.664,0,0.0503,0.234,0,0.0946,0.512,76.899
60,0.646,0.795,9,-3.293,1,0.0976,0.0319,0,0.267,0.796,89.99
82,0.686,0.457,11,-8.322,1,0.0468,0.595,0,0.105,0.718,150.953
61,0.683,0.789,8,-6.132,0,0.0353,0.0283,0.0492,0.112,0.809,120.013
67,0.822,0.737,1,-4.542,0,0.0314,0.0261,4.19e-5,0.18,0.753,118.994
75,0.707,0.924,7,-2.842,1,0.031,9.72e-4,0.00703,0.204,0.919,127.937
69,0.851,0.806,4,-4.618,1,0.0786,0.12,1.33e-6,0.121,0.776,119.001
11,0.535,0.886,11,-3.106,1,0.045,3.04e-4,2.26e-6,0.257,0.445,126.012
76,0.835,0.669,6,-5.582,0,0.0643,0.0336,6.92e-5,0.0535,0.542,122.668
69,0.426,0.584,1,-5.293,1,0.296,0.0383,0,0.188,0.272,193.437
60,0.742,0.713,1,-5.522,0,0.0303,0.0205,0,0.059,0.879,120.032
70,0.599,0.667,7,-4.267,1,0.0367,0.0533,0,0.134,0.817,80.984
67,0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998
79,0.69,0.622,5,-5.025,0,0.0622,0.253,0,0.116,0.544,102.04
23,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-5,0.0848,0.777,100.041
72,0.58,0.953,5,-3.856,1,0.0614,0.00261,0,0.218,0.673,103.041
75,0.706,0.558,2,-7.237,0,0.0593,0.146,0,0.118,0.227,110.443
73,0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-5,0.0849,0.735,184.086
78,0.726,0.698,5,-4.165,1,0.0431,0.049,0,0.309,0.867,143.994
75,0.279,0.742,4,-6.46,0,0.0898,1.85e-4,0,0.593,0.328,189.868
79,0.894,0.791,2,-4.699,1,0.112,0.0183,0,0.0388,0.583,105.018
76,0.673,0.902,2,-2.392,1,0.0346,0.0591,2.62e-4,0.0558,0.538,100.012
72,0.662,0.741,0,-5.406,1,0.0334,0.00165,0.0303,0.114,0.404,131
77,0.637,0.843,5,-5.413,1,0.0432,0.0151,0,0.0876,0.434,109.012
4,0.541,0.785,5,-4.199,0,0.0364,0.00631,0,0.135,0.503,174.088
76,0.874,0.692,5,-5.28,0,0.0431,0.0412,7.24e-5,0.324,0.937,116.017
52,0.688,0.775,6,-4.436,1,0.0381,0.151,1.98e-5,0.104,0.469,129.969
10,0.673,0.629,2,-7.072,1,0.0299,0.00141,0,0.0944,0.551,103.998
48,0.673,0.934,3,-3.206,1,0.156,0.161,0,0.279,0.485,129.027
74,0.66,0.805,1,-5.352,0,0.153,0.0192,8.83e-6,0.159,0.625,103.009
16,0.499,0.467,6,-6.744,1,0.0461,0.00593,1.65e-6,0.0361,0.637,76.76
63,0.705,0.78,7,-6.267,1,0.0805,0.456,0.00152,0.115,0.457,142.028
67,0.711,0.906,8,-2.671,1,0.0284,0.00952,1.64e-5,0.153,0.824,125.916
79,0.554,0.321,9,-8.251,1,0.028,0.893,0,0.0996,0.288,135.047
71,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-5,0.0685,0.572,117.089
69,0.695,0.869,8,-5.066,1,0.0483,0.41,0,0.237,0.58,124.989
5,0.795,0.596,11,-3.799,0,0.219,0.103,0,0.164,0.357,101.985
8,0.523,0.78,8,-3.378,1,0.0748,0.0376,0,0.0751,0.187,128.003
11,0.687,0.702,7,-5.324,0,0.0455,0.0064,4.35e-5,0.204,0.284,129.956
68,0.648,0.785,7,-5.414,1,0.165,0.0561,0,0.148,0.943,160.02
64,0.446,0.701,9,-4.179,0,0.0295,0.0298,8.89e-6,0.0931,0.394,159.958
67,0.78,0.68,4,-6.081,1,0.0305,0.141,1.2e-5,0.138,0.594,118.026
65,0.553,0.664,8,-7.417,1,0.0741,0.0709,0.0056,0.106,0.467,140.06
22,0.524,0.711,0,-5.494,0,0.0405,0.0567,0,0.134,0.539,203.867
62,0.722,0.821,1,-3.856,0,0.165,0.073,0,0.631,0.721,127.944
74,0.594,0.749,3,-6.251,1,0.0677,0.00188,1.39e-4,0.0869,0.344,130.064
60,0.702,0.705,0,-6.666,1,0.0543,0.258,5.93e-6,0.0879,0.743,154.911
77,0.662,0.602,4,-5.369,0,0.0401,0.0529,0,0.356,0.29,133.969
73,0.612,0.921,7,-2.879,1,0.0848,0.0183,0,0.0576,0.453,139.986
54,0.755,0.802,9,-6.418,1,0.0551,0.036,0,0.336,0.588,122.026
2,0.773,0.891,9,-4.907,0,0.0728,0.0156,0.00927,0.784,0.827,99.023
11,0.747,0.864,8,-3.181,0,0.0599,0.0245,4.46e-5,0.0853,0.754,92.028
1,0.798,0.905,5,-0.582,0,0.0375,0.0127,2.41e-5,0.126,0.59,96.005
23,0.6,0.807,0,-1.89,1,0.381,0.0528,0,0.115,0.836,118.391
45,0.695,0.752,9,-4.642,1,0.049,0.01,0.00408,0.129,0.663,90.013
50,0.658,0.721,9,-3.803,0,0.0699,0.00217,3.96e-4,0.341,0.677,180.033
73,0.857,0.772,10,-4.736,0,0.194,0.187,0.00181,0.0851,0.589,94.028
64,0.768,0.821,7,-4.7,1,0.0437,0.0256,3.17e-6,0.165,0.516,94.011
80,0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-5,0.0595,0.442,96.507
77,0.747,0.74,4,-4.325,0,0.191,0.0165,9.94e-5,0.101,0.552,176.059
2,0.775,0.899,9,-0.073,0,0.0389,0.0274,8.84e-6,0.124,0.945,92.012
53,0.678,0.87,6,-3.132,1,0.182,0.0556,0,0.0534,0.228,127.765
58,0.669,0.797,7,-3.269,0,0.145,0.0424,0,0.0536,0.702,182.101
66,0.8,0.841,5,-2.817,0,0.0524,0.0273,0,0.291,0.798,94.023
66,0.769,0.759,6,-4.393,0,0.051,0.0545,6.28e-4,0.101,0.68,105.993
14,0.719,0.825,5,-3.627,0,0.0424,0.689,0,0.103,0.789,100.006
67,0.732,0.758,11,-1.694,1,0.189,0.213,0,0.388,0.78,98.007
32,0.384,0.727,2,-3.444,1,0.195,0.0225,0,0.34,0.441,64.558
40,0.684,0.94,11,-3.01,0,0.0786,0.00187,2.21e-6,0.397,0.497,112.008
2,0.802,0.755,10,-4.804,1,0.106,0.0499,0,0.0781,0.636,105.983
79,0.828,0.588,2,-7.14,1,0.118,0.0156,0,0.124,0.598,94.052
65,0.786,0.63,8,-6.456,0,0.301,0.358,0.00306,0.176,0.749,190.017
45,0.759,0.776,2,-3.656,1,0.106,0.0174,0,0.328,0.633,94.974
32,0.738,0.799,6,-3.182,1,0.0722,0.0197,0,0.116,0.553,94.009
77,0.788,0.771,4,-3.206,0,0.0563,0.291,5.62e-5,0.172,0.701,99.038
70,0.778,0.731,5,-4.325,1,0.0399,0.446,0,0.251,0.854,91.991
5,0.49,0.894,11,-1.708,0,0.0947,0.0869,0,0.103,0.653,197.989
23,0.837,0.791,4,-3.157,0,0.0773,0.252,1.14e-6,0.188,0.618,91.98
56,0.861,0.713,1,-5.205,0,0.116,0.192,0,0.173,0.565,112.024
44,0.658,0.748,11,-5.802,0,0.142,0.0852,0,0.0789,0.69,179.919
52,0.838,0.826,1,-4.371,1,0.0895,0.0423,3.13e-6,0.352,0.663,99.99
56,0.534,0.749,6,-5.562,0,0.0749,0.0776,1.47e-6,0.0906,0.671,179.975
80,0.785,0.572,2,-7.504,1,0.123,0.0598,0,0.218,0.49,100.016
74,0.773,0.57,8,-3.482,1,0.113,0.372,0.00524,0.108,0.772,95.038
49,0.737,0.932,4,-4.206,0,0.0633,0.0101,1.24e-4,0.326,0.867,106.059
74,0.736,0.868,8,-3.01,0,0.0454,0.166,1.48e-6,0.0419,0.613,94.026
55,0.615,0.846,1,-6.269,0,0.0895,0.0389,7.96e-6,0.138,0.509,144.914
76,0.771,0.796,10,-4.106,0,0.0798,0.0385,9.35e-6,0.218,0.636,87.985
6,0.685,0.731,5,-4.428,0,0.0933,0.0232,7.44e-4,0.174,0.581,98.098
13,0.75,0.739,10,-7.066,0,0.122,0.188,0.0154,0.0886,0.932,169.976
81,0.765,0.906,8,-2.097,0,0.0965,0.125,0,0.423,0.95,96.071
68,0.593,0.787,11,-3.67,1,0.34,0.303,0,0.0917,0.495,191.772
61,0.731,0.828,5,-3.652,0,0.0914,0.0153,0,0.406,0.704,101.071
70,0.946,0.723,9,-3.692,1,0.114,0.0778,0,0.0608,0.349,102.956
72,0.845,0.813,4,-2.979,0,0.077,0.111,0.00241,0.174,0.586,90.98
66,0.889,0.646,6,-7.236,0,0.074,0.0412,0,0.0798,0.584,98.005
76,0.84,0.62,1,-6.91,1,0.129,0.0584,0,0.0988,0.511,98.076
88,0.738,0.748,0,-4.902,1,0.0453,0.182,0,0.11,0.896,94.949
60,0.474,0.66,5,-5.389,0,0.153,0.0903,0,0.302,0.261,84.777
56,0.882,0.822,5,-5.135,1,0.25,0.00113,0,0.0753,0.722,105.06
68,0.857,0.823,11,-4.22,1,0.0516,0.0206,7.7e-4,0.0593,0.57,96.048
44,0.791,0.693,0,-4.98,0,0.0639,0.0811,0,0.0708,0.624,123.923
84,0.795,0.885,8,-4.13,1,0.0713,0.0375,0.00638,0.292,0.46,126.037
71,0.69,0.707,11,-4.789,1,0.279,0.125,2.77e-6,0.237,0.677,103.909
71,0.752,0.82,1,-2.976,1,0.0461,0.0134,8.04e-4,0.0692,0.822,95.987
68,0.792,0.782,9,-5.201,1,0.0538,0.0961,0,0.142,0.628,92.995
43,0.843,0.815,0,-5.576,0,0.225,0.0256,0,0.108,0.751,104.971
80,0.789,0.694,6,-5.781,0,0.0729,0.0982,0,0.0962,0.549,96.035
76,0.817,0.781,7,-4.178,0,0.112,0.00838,5.21e-6,0.123,0.359,104
77,0.777,0.754,8,-3.392,1,0.185,0.0384,0,0.0393,0.78,171.992
59,0.626,0.735,1,-7.13,1,0.0888,0.0203,0,0.162,0.763,199.799
57,0.846,0.807,10,-2.329,0,0.105,0.00914,0.144,0.0779,0.442,104.983
44,0.638,0.757,6,-5.166,0,0.0816,0.287,3.38e-4,0.109,0.737,177.938
45,0.679,0.667,4,-5.681,0,0.385,0.252,3.17e-4,0.152,0.641,189.9
35,0.888,0.705,6,-3.996,0,0.268,0.0228,4.56e-5,0.239,0.865,92.025
69,0.864,0.612,10,-3.785,0,0.0472,7.42e-4,0.203,0.0656,0.604,107.99
61,0.712,0.717,2,-4.992,0,0.393,0.253,7.56e-5,0.0997,0.723,195.906
42,0.737,0.494,3,-10.719,0,0.145,0.795,0,0.0912,0.765,80.98
53,0.912,0.654,0,-7.281,1,0.0879,0.0349,0.0171,0.103,0.737,108.041
70,0.806,0.632,6,-4.408,0,0.0592,0.0945,0,0.0818,0.431,68.747
51,0.781,0.408,9,-11.114,1,0.457,0.0454,6.42e-5,0.0916,0.541,191.901
51,0.843,0.568,7,-6.612,0,0.137,0.411,1.37e-4,0.165,0.562,102.954
53,0.846,0.552,1,-10.325,0,0.0444,0.567,0.139,0.0959,0.785,102.564
57,0.788,0.732,5,-7.194,1,0.0711,0.0511,1.76e-5,0.251,0.67,100.014
54,0.812,0.711,9,-5.377,1,0.0719,0.0306,4.63e-6,0.0827,0.337,99.976
51,0.625,0.8,1,-5.916,0,0.127,0.298,0.00149,0.0737,0.358,193.39
60,0.887,0.664,7,-5.795,1,0.16,0.112,4.64e-6,0.116,0.421,101.015
50,0.705,0.663,6,-3.172,0,0.363,0.453,1.49e-5,0.0955,0.676,187.962
62,0.813,0.79,5,-4.303,1,0.0897,0.00252,0.0124,0.0552,0.332,93.008
57,0.679,0.568,11,-7.564,0,0.106,0.4,3.59e-5,0.0732,0.712,188.066
56,0.676,0.543,9,-6.5,1,0.0712,0.477,1.47e-5,0.332,0.845,170.104
61,0.655,0.506,7,-8.401,0,0.331,0.0546,0,0.0881,0.598,97.367
52,0.558,0.632,5,-5.909,1,0.0524,0.0847,2.9e-5,0.221,0.339,96.977
64,0.852,0.554,6,-5.224,1,0.202,0.0128,8e-5,0.0678,0.847,94.985
57,0.768,0.537,6,-6.485,1,0.145,0.598,5e-4,0.0748,0.77,91.15
60,0.693,0.644,5,-4.633,0,0.418,0.139,4.24e-6,0.13,0.848,124.114
51,0.746,0.842,7,-5.566,1,0.215,0.036,1.16e-6,0.219,0.451,97.122
49,0.793,0.744,1,-3.966,0,0.0993,0.00901,0.0204,0.258,0.718,98.001
53,0.816,0.521,10,-9.145,0,0.12,0.266,6.28e-6,0.0639,0.85,100.001
55,0.897,0.748,8,-4.588,1,0.16,0.0663,0,0.0955,0.408,102.983
53,0.541,0.832,11,-6.036,0,0.255,0.291,0,0.145,0.726,101.237
44,0.824,0.434,11,-8.18,0,0.309,0.072,0,0.0646,0.797,96.011
55,0.542,0.64,1,-9.193,0,0.308,0.0219,0,0.333,0.549,180.242
42,0.75,0.643,6,-6.199,0,0.281,0.00699,2.47e-4,0.0969,0.902,190.079
57,0.868,0.917,7,-5.016,1,0.162,0.0226,0,0.107,0.745,120.031
39,0.824,0.614,2,-7.277,0,0.261,0.134,2.52e-4,0.0565,0.473,100.249
55,0.774,0.783,11,-4.544,0,0.351,0.139,0,0.622,0.683,101.981
67,0.806,0.69,3,-7.74,0,0.123,0.0939,0,0.0768,0.83,100.111
54,0.669,0.823,9,-3.708,0,0.169,0.336,1.38e-6,0.27,0.766,132.196
64,0.956,0.48,1,-7.474,1,0.269,0.135,0,0.104,0.849,126.935
52,0.741,0.774,5,-5.568,0,0.154,0.144,2.19e-6,0.291,0.778,96.915
47,0.824,0.712,0,-6.797,1,0.0818,0.183,0,0.0958,0.553,89.971
57,0.643,0.614,7,-7.455,1,0.296,0.0586,2.72e-4,0.199,0.587,195.855
40,0.704,0.553,0,-4.802,0,0.389,0.43,0,0.12,0.644,183.712
51,0.579,0.641,2,-6.111,0,0.239,0.0599,0,0.0697,0.652,97.337
34,0.819,0.859,8,-6.264,1,0.224,0.0244,0,0.0916,0.612,104.906
50,0.754,0.716,6,-6.165,0,0.0633,0.121,0.00266,0.661,0.668,95.018
53,0.911,0.719,8,-5.312,1,0.118,0.233,7.9e-4,0.599,0.355,103.043
55,0.808,0.883,2,-5.924,1,0.0616,0.0971,0.349,0.393,0.489,104.986
1,0.651,0.646,11,-6.803,1,0.0333,0.324,0,0.0758,0.835,134.944
51,0.895,0.43,3,-6.4,0,0.143,0.126,0,0.0701,0.793,107.044
49,0.632,0.556,11,-4.793,0,0.297,0.314,3.46e-4,0.106,0.355,118.969
41,0.755,0.723,6,-5.845,0,0.146,0.0269,0.00401,0.206,0.312,100.024
58,0.929,0.536,0,-5.941,1,0.281,0.0868,0,0.0693,0.887,130.05
61,0.734,0.686,1,-5.227,0,0.24,0.0201,3.62e-4,0.127,0.655,120.328
42,0.582,0.768,6,-6.108,0,0.262,0.238,0,0.132,0.87,103.874
39,0.63,0.61,9,-6.262,0,0.109,0.103,1.2e-5,0.0862,0.217,120.144
61,0.951,0.702,1,-4.999,1,0.101,0.373,2.46e-4,0.159,0.763,124.976
62,0.824,0.666,3,-5.734,0,0.286,0.179,2.04e-4,0.1,0.88,180.004
56,0.914,0.853,1,-2.459,1,0.177,0.0443,0,0.149,0.686,125.993
45,0.806,0.521,5,-5.438,0,0.288,0.0135,0.0406,0.0628,0.475,188.114
55,0.867,0.635,1,-6.317,1,0.0771,0.00547,2.67e-5,0.0703,0.52,102.037
60,0.868,0.568,7,-4.434,0,0.0822,0.0267,0,0.0741,0.682,97.931
57,0.859,0.653,10,-6.577,0,0.0656,0.0679,6.52e-6,0.321,0.774,130.018
54,0.898,0.685,8,-6.432,0,0.154,0.14,3e-4,0.0781,0.813,129.986
47,0.823,0.648,11,-5.127,0,0.0845,0.0763,0,0.0902,0.623,101.906
35,0.568,0.725,1,-7.395,1,0.159,0.311,9.2e-6,0.113,0.715,95.599
39,0.906,0.706,6,-6.458,0,0.196,0.195,8.79e-5,0.0561,0.679,98.026
53,0.904,0.626,2,-5.891,1,0.197,0.101,2.92e-5,0.122,0.512,100.003
58,0.759,0.625,7,-7.933,1,0.191,0.121,0,0.0888,0.626,120.112
32,0.821,0.735,8,-8.084,0,0.164,0.0545,0,0.122,0.538,110.057
59,0.689,0.854,8,-3.602,1,0.111,0.119,0.00408,0.322,0.796,174.054
52,0.854,0.529,10,-7.454,0,0.0541,0.176,0.00474,0.0765,0.831,106.998
1,0.779,0.471,1,-8.735,0,0.115,0.237,0.0722,0.102,0.349,94.985
69,0.611,0.791,1,-3.558,1,0.173,0.19,3.02e-6,0.12,0.658,192.07
45,0.888,0.562,0,-6.355,1,0.148,0.0666,1.76e-6,0.0809,0.569,98.001
41,0.787,0.836,1,-5.083,1,0.0395,0.0175,0.0341,0.0875,0.429,100.02
49,0.668,0.578,9,-4.399,0,0.0825,0.58,0,0.0691,0.404,99.774
41,0.827,0.649,10,-5.157,1,0.356,0.298,6.63e-5,0.293,0.64,130.149
2,0.823,0.631,1,-5.909,1,0.0647,4.51e-4,0.00175,0.0973,0.405,108.001
67,0.847,0.573,0,-6.032,1,0.253,0.00739,0.0149,0.0845,0.332,99.919
48,0.847,0.578,5,-5.49,0,0.272,0.0893,0,0.0485,0.828,102.073
49,0.495,0.722,1,-5.115,1,0.413,0.309,0,0.14,0.596,189.812
47,0.738,0.58,10,-6.963,0,0.315,0.249,0,0.109,0.74,159.968
52,0.808,0.844,4,-5.968,1,0.0951,0.161,3.3e-4,0.125,0.726,125.945
48,0.709,0.658,7,-6.18,0,0.0955,0.0241,0.00155,0.117,0.513,104.813
3,0.597,0.663,7,-8.347,0,0.495,0.231,0,0.214,0.421,104.183
1,0.93,0.754,6,-4.738,0,0.0596,0.0811,0.435,0.0619,0.604,125.015
20,0.737,0.668,5,-10.975,0,0.401,0.0987,3.73e-4,0.142,0.926,105.056
38,0.871,0.556,2,-5.781,0,0.05,0.00621,8.97e-6,0.0473,0.458,105.011
35,0.813,0.705,6,-4.21,1,0.0443,0.148,1.81e-6,0.156,0.462,99.983
39,0.726,0.9,9,-3.405,1,0.22,0.0766,3.66e-6,0.178,0.313,113.016
52,0.776,0.689,5,-9.21,0,0.0485,0.106,1.06e-5,0.196,0.667,97.978
47,0.712,0.631,1,-7.541,1,0.0377,0.306,0,0.127,0.574,150.012
43,0.865,0.613,1,-7.562,0,0.0418,0.352,1.22e-5,0.124,0.871,117.973
31,0.563,0.845,3,-5.221,0,0.085,0.157,4.21e-6,0.156,0.322,127.873
32,0.726,0.952,8,-1.483,0,0.217,0.0324,0,0.191,0.655,97.963
0,0.721,0.802,6,-6.226,0,0.046,0.135,1.24e-6,0.338,0.661,96.004
53,0.709,0.896,7,-2.175,1,0.127,0.0996,0,0.0587,0.626,87.96
50,0.389,0.725,7,-5.546,0,0.069,0.155,7.3e-6,0.203,0.393,175.978
0,0.552,0.926,10,-5.967,1,0.0335,2.27e-4,0.069,0.144,0.16,127.978
28,0.618,0.96,4,-4.156,0,0.077,0.0116,8.42e-6,0.703,0.874,90.071
28,0.677,0.935,10,-5.873,1,0.0439,0.374,0,0.446,0.675,127.999
29,0.732,0.734,9,-5.139,1,0.111,0.753,0,0.0985,0.489,149.994
0,0.594,0.911,0,-2.858,1,0.0339,0.0265,0,0.162,0.553,150.02
40,0.589,0.745,7,-5.391,0,0.0637,0.309,6.03e-5,0.109,0.248,90.908
18,0.636,0.854,1,-8.256,1,0.0405,0.00743,0.307,0.0883,0.148,128.007
7,0.733,0.701,0,-6.799,0,0.0425,0.0304,0.0134,0.134,0.0754,128.024
51,0.667,0.867,11,-5.559,0,0.0466,0.046,0,0.0772,0.617,96.948
37,0.766,0.629,5,-4.67,1,0.0804,0.159,0,0.0655,0.554,105.007
27,0.785,0.69,2,-4.749,1,0.0759,0.00939,3.96e-6,0.112,0.469,95.023
38,0.775,0.924,3,-2.783,1,0.309,0.405,0,0.0669,0.755,98.236
47,0.661,0.727,7,-5.275,1,0.0336,0.0872,2.95e-4,0.115,0.446,104.961
24,0.802,0.878,5,-2.247,0,0.0379,0.0168,1.27e-4,0.119,0.76,99.974
26,0.776,0.758,9,-6.08,1,0.115,0.15,0,0.0542,0.581,112.979
55,0.752,0.803,1,-6.752,0,0.0871,0.0442,0,0.302,0.639,91.983
54,0.744,0.792,1,-4.816,1,0.0751,0.0962,0,0.101,0.744,96.031
49,0.727,0.899,0,-4.429,0,0.147,0.393,0,0.489,0.645,139.962
52,0.691,0.868,4,-4.076,1,0.0536,0.0206,0,0.226,0.811,114.975
44,0.793,0.929,10,-4.463,1,0.112,0.0124,0,0.0691,0.806,124.992
45,0.698,0.749,6,-6.159,0,0.139,0.728,0,0.408,0.817,90.024
29,0.7,0.661,7,-7.576,0,0.194,0.0502,0,0.132,0.362,83.991
54,0.758,0.826,1,-5.569,1,0.245,0.0794,0,0.0901,0.188,145.041
31,0.589,0.838,5,-4.074,0,0.0457,0.00807,7.04e-4,0.135,0.0855,109.988
34,0.758,0.871,9,-3.794,1,0.0516,0.0219,1.18e-6,0.0633,0.513,107.98
50,0.71,0.947,8,-1.799,1,0.0352,0.148,0,0.252,0.825,104.03
53,0.754,0.944,1,-3.664,1,0.0929,0.181,0,0.0764,0.645,110.014
54,0.62,0.872,5,-5.061,1,0.14,0.0564,0,0.276,0.792,128.016
53,0.721,0.856,1,-3.617,0,0.142,0.00795,0,0.0552,0.885,100.06
38,0.679,0.587,6,-8.974,0,0.0624,0.313,5.55e-5,0.0952,0.361,149.011
48,0.687,0.844,6,-2.38,0,0.166,0.276,0,0.217,0.61,170.02
53,0.663,0.839,4,-5.229,1,0.0557,0.233,0,0.22,0.41,90.974
41,0.594,0.733,2,-7.516,1,0.291,0.256,0,0.224,0.221,143.771
51,0.751,0.84,6,-4.674,0,0.108,0.0953,0,0.653,0.509,88.039
49,0.708,0.845,0,-3.332,1,0.139,0.218,0,0.19,0.565,91.996
30,0.595,0.486,6,-5.973,0,0.0373,0.114,0,0.599,0.302,145.146
36,0.895,0.678,10,-8.935,0,0.0646,0.288,0,0.405,0.848,130.012
35,0.608,0.494,4,-4.113,0,0.261,0.0102,0.00202,0.0911,0.262,180.055
41,0.817,0.745,11,-4.472,0,0.0907,0.0844,7.08e-5,0.0614,0.221,134.977
15,0.901,0.828,0,-1.122,1,0.138,0.0756,2.25e-4,0.091,0.475,134.999
