speaker,background,type,gender,debate,day,order,sentence,PERSON,ORG,GPE,NORP,LAW,LOC,polarity_sentiment,dem_candidate_full_name
Joe Biden,,Candidate,male,4,1,940,"John, I would say to John, ""John, you didn't see a war you never wanted to fight.""",John,,,,,,0.0,John Delaney
Joe Biden,,Candidate,male,4,1,942,"My dad used to say a job is about a lot more than a paycheck, Joey.",Joey,,,,,,0.5,
Joe Biden,,Candidate,male,5,1,34,"Defeat Donald Trump, that's number one.",Donald Trump,,,,,,0.0,
Joe Biden,,Candidate,male,5,1,36,"I learned, number one, that Donald Trump doesn't want me to be the nominee.",Donald Trump,,,,,,0.0,
Joe Biden,,Candidate,male,5,1,37,"Secondly, I found out that Vladimir Putin doesn't want me to be president.",Vladimir Putin,,,,,,0.0,
Joe Biden,,Candidate,male,5,1,37,"But the bottom line is, I think we have to ask ourselves the honest question: Who is most likely to do what needs to be done, produce a Democratic majority in the United States Senate, maintain the House, and beat Trump?",Trump,House;the United States Senate;,,Democratic;,,,0.3666666666666667,
Joe Biden,,Candidate,male,5,1,104,Nancy Pelosi is one of those people who doesn't think it makes sense.,Nancy Pelosi,,,,,,0.0,
Joe Biden,,Candidate,male,5,1,179,"In the United States Senate, I've passed more major legislation than everybody on this stage combined, from the Violence Against Women Act to making sure we have the chemical weapons treaty to dealing with Milosevic, the whole range of things that I've been engaged in my whole career.",Milosevic,Senate;,United States;,,,,0.2925,
Joe Biden,,Candidate,male,5,1,280,"While I was passing the first climate change bill and that PolitiFact said was a game-changer, while I managed the $90 billion recovery plan, investing more money in infrastructure that related to clean energy than any time we've ever done it, my friend was introducing more coal mines and produced more coal around the world, according to the press, than all of Great Britain produces.",PolitiFact,,Great Britain;,,,,0.4166666666666667,
Joe Biden,,Candidate,male,5,1,309,"He has given North Korea everything they wanted, creating the legitimacy by having a meeting with Kim Jong-un, who's a thug -- although he points out that I'm a rabid dog who needs to be beaten with a stick, very recently was his comment.",Kim Jong-un,,North Korea;,,,,0.0,
Joe Biden,,Candidate,male,5,1,314,Look what Putin is doing in Europe.,Putin,,,,,Europe;,0.0,
Joe Biden,,Candidate,male,5,1,314,"Putin is -- his whole effort is to break up NATO, to increase his power.",Putin,NATO;,,,,,0.2,
Joe Biden,,Candidate,male,5,1,449,"Secondly, I'm -- you know, I'm part of that Obama coalition.",Obama,,,,,,0.0,
Joe Biden,,Candidate,male,5,1,630,We weren't talking about Barack Obama and his spotless administration who made so much progress.,Barack Obama,,,,,,0.2,
Joe Biden,,Candidate,male,6,1,11,"You know, Judy, it was a constitutional necessity for the House to act as it did.",Judy,House;,,,,,0.0,
Joe Biden,,Candidate,male,6,1,11,"And, you know, Trump's response to suggest that only half of the American people want to see him thrown out of office now, I find, is dumbing down the presidency beyond what I even thought he would do.",Trump,,,American;,,,-0.08055555555555556,
Joe Biden,,Candidate,male,6,1,11,"You know, is it any wonder that if you look at the international polling that's been done, that the Chinese leader is rated above American -- the American president or that Vladimir Putin congratulated him saying, stand fast and, in fact, it was a mistake to impeach him.",Vladimir Putin,,,American;American;Chinese;,,,0.03333333333333333,
Joe Biden,,Candidate,male,6,1,162,"The answer is yes, because the opportunity -- the opportunity for those workers to transition to high-paying jobs, as Tom said, is real.",Tom,,,,,,0.2,Tom Steyer
Joe Biden,,Candidate,male,6,1,263,Bibi Netanyahu and I know one another well.,Bibi Netanyahu,,,,,,0.0,
Joe Biden,,Candidate,male,6,1,267,Senator Warren is correct.,Warren,,,,,,0.0,Elizabeth Warren
Joe Biden,,Candidate,male,6,1,342,More like Winston Churchill.,Winston Churchill,,,,,,0.5,
Joe Biden,,Candidate,male,6,1,634,That's why I think Secretary Gates and some members of the Pentagon weren't happy with me.,Gates,Pentagon;,,,,,0.8,
Joe Biden,,Candidate,male,6,1,663,"But now that it's been exposed, that taking it away has such dire consequences, I've added to the Obamacare plan the Biden initiative, which is a public option, Medicare if you want to have Medicare, reducing significantly the price of drugs, deductibles, et cetera, by -- made by underwriting the plan to a tune of about $750 billion, and making sure that we're able to cover everyone who is, in fact, able to be covered.",Biden,Medicare;Medicare;Obamacare;,,,,,0.3125,Joe Biden
Joe Biden,,Candidate,male,6,1,663,"Put your hand down for a second, Bernie, OK?",Bernie,,,,,,0.1148148148148148,Bernie Sanders
Joe Biden,,Candidate,male,6,1,821,"Who has the best chance, the most likely chance of defeating Donald Trump?",Donald Trump,,,,,,0.5,
Joe Biden,,Candidate,male,7,1,11,"But right  the man who also argued against that war, Barack Obama, picked me to be his vice president.",Barack Obama,,,,,,0.2857142857142857,
Joe Biden,,Candidate,male,7,1,12,"That's why I led the effort, as you know, Wolf, against surging tens of thousands of troops into Afghanistan.",Wolf,,Afghanistan;,,,,0.0,
Joe Biden,,Candidate,male,7,1,118,I would be putting what I did as vice president  I met with Xi Jinping more than anyone else.,Xi Jinping,,,,,,0.5,
Joe Biden,,Candidate,male,7,1,118,I would be putting what I did as vice president  I met with Xi Jinping more than anyone else.,,,,,,,0.5,
Joe Biden,,Candidate,male,7,1,118,"I would move forward as we did before  and you reported it extensively, Wolf  about moving forward the whole notion of defense against nuclear weapons, that we would  and when China said to me, when Xi Jinping said to me, that's a threat to us, I said, we're going to move and protect our interests unless you get involved and protect it.",Xi Jinping,;,China;,,,,0.1,
Joe Biden,,Candidate,male,7,1,118,"I would move forward as we did before  and you reported it extensively, Wolf  about moving forward the whole notion of defense against nuclear weapons, that we would  and when China said to me, when Xi Jinping said to me, that's a threat to us, I said, we're going to move and protect our interests unless you get involved and protect it.",Wolf ,;,China;,,,,0.1,
Joe Biden,,Candidate,male,7,1,120,"But I would not, I would not meet with  absent preconditions, I would not meet with the, quote, ""Supreme Leader,"" who said Joe Biden is a rabid dog, he should be beaten to death with a stick.",Joe Biden,;,,,,,0.0,Joe Biden
Joe Biden,,Candidate,male,7,1,281,"But the real issue is who can bring the whole party together, represents all elements of the party, African-American, brown, black, women, men, gay, straight.",brown,,,African-American;,,,0.17,
Joe Biden,,Candidate,male,7,1,329,"And by the way, there's mental health parity that I call for in the Obamacare expanded with the Biden option.",Biden,Obamacare;,,,,,-0.1,Joe Biden
Joe Biden,,Candidate,male,7,1,399,"We, in fact  it's only yellow, Wolf, OK?",Wolf,;,,,,,0.16666666666666666,
Joe Biden,,Candidate,male,7,1,399,"If they don't like it, or the employer gets rid of it, they can buy into a Medicare plan in the Biden plan.",Biden,Medicare;,,,,,0.0,Joe Biden
Joe Biden,,Candidate,male,7,1,442,But Bernie's right.,Bernie,,,,,,0.2857142857142857,Bernie Sanders
Joe Biden,,Candidate,male,7,1,471,There's no  there's no choice but to  for Nancy Pelosi and the House to move.,Nancy Pelosi,House;,,,,,0.0,
Joe Biden,,Candidate,male,7,1,545,We can create  and this is where I agree with Tom  we can create millions of good-paying jobs.,Tom ,;,,,,,0.0,Tom Steyer
Joe Biden,,Candidate,male,7,1,595,"I have support across the board, and I'm not worried about taking on Donald Trump at all.",Donald Trump,,,,,,0.0,
Joe Biden,,Candidate,male,7,1,628,"Not what Donald Trump is spewing out, the hate, the xenophobia, the racism, that's not who we are as a nation.",Donald Trump,,,,,,-0.8,
Joe Biden,,Candidate,male,7,1,630,"We in the United States of America can put up with  we can overcome four years of Donald Trump, but eight years of Donald Trump will be an absolute disaster and fundamentally change this nation.",Donald Trump,,the United States of America;,,,,0.2,
Joe Biden,,Candidate,male,7,1,630,"We in the United States of America can put up with  we can overcome four years of Donald Trump, but eight years of Donald Trump will be an absolute disaster and fundamentally change this nation.",Donald Trump,,the United States of America;,,,,0.2,
Joe Biden,,Candidate,male,8,1,5,"Well, you know that with regard to Senator Sanders, the President wants very much to sic a label on every candidate.",Sanders,,,,,,0.23,Bernie Sanders
Joe Biden,,Candidate,male,8,1,5,"And Bernie's labeled himself, not me, a democratic socialist.",Bernie,,,,,,0.0,Bernie Sanders
Joe Biden,,Candidate,male,8,1,5,I think that's the label that the President's going to lay on everyone running with Bernie if he's a nominee.,Bernie,,,,,,0.0,Bernie Sanders
Joe Biden,,Candidate,male,8,1,5,And a Mayor Buttigieg is a great guy and a real patriot.,Buttigieg,,,,,,0.5,Pete Buttigieg
Joe Biden,,Candidate,male,8,1,31,"Look, Bernie says that you have to bring people together and we have to have Medicare for All.",Bernie,Medicare;,,,,,0.0,Bernie Sanders
Joe Biden,,Candidate,male,8,1,31,"But Bernie says, and he says he wrote the damn thing, but he's unwilling to sell us with the damn thing's going to cost.",Bernie,,,,,,0.0,Bernie Sanders
Joe Biden,,Candidate,male,8,1,31,"When you ask Bernie that, and I'll ask him again tonight sometime, and if you ask Bernie that, he says, ""Go figure, I don't know, we'll find out.""",Bernie,,,,,,0.0,Bernie Sanders
Joe Biden,,Candidate,male,8,1,31,"When you ask Bernie that, and I'll ask him again tonight sometime, and if you ask Bernie that, he says, ""Go figure, I don't know, we'll find out.""",Bernie,,,,,,0.0,Bernie Sanders
Joe Biden,,Candidate,male,8,1,48,So I don't know what about the past of Barack Obama and Joe Biden was so bad.,Joe Biden,,,,,,-0.4749999999999999,Joe Biden
Joe Biden,,Candidate,male,8,1,48,So I don't know what about the past of Barack Obama and Joe Biden was so bad.,Barack Obama,,,,,,-0.4749999999999999,
Joe Biden,,Candidate,male,8,1,86,"And by the way, Colonel Vindmen got thrown out of the White House, walked out.",Vindmen,,,,,,0.0,
Joe Biden,,Candidate,male,8,1,86,And I think we should all stand and give Colonel Vindmen a show of how much we supported him.,Vindmen,,,,,,0.2,
Joe Biden,,Candidate,male,8,1,115,"You cannot think of a time, David, and as long as you've been alive when NATO has said to the United States of America and to Iran, made a moral equivalence and said, both of you stand down.",David,NATO;,Iran;the United States of America;,,,,-0.026388888888888896,
Joe Biden,,Candidate,male,8,1,132,"You saw a woman standing up there holding up her baby, Kurd, saying, ""Please don't leave us.""",Kurd,,,,,,0.0,
Joe Biden,,Candidate,male,8,1,138,I trusted George Bush to keep his word.,George Bush,,,,,,0.0,
Joe Biden,,Candidate,male,8,1,138,He said he was only using this to unite the United Nations to insist we get inspectors in to see what Saddam was doing.,Saddam,the United Nations;,,,,,0.0,
Joe Biden,,Candidate,male,8,1,138,"When we got elected, the president turned to me with the entire security apparatus and said, ""Joe, I want you to organize getting 156,000 troops out of Iraq.""",Joe,,Iraq;,,,,0.0,Joe Biden
Joe Biden,,Candidate,male,8,1,139,The other thing I want to point out too is that NATO is in fact going to crumble if we don't beat Trump.,Trump,NATO;,,,,,-0.125,
Joe Biden,,Candidate,male,8,1,146,"I have said, along with the President of the United States, Barack Obama as his partner, I have said, we have to strengthen NATO to make it clear that we keep our commitments when we make them.",Barack Obama,NATO;,the United States;,,,,0.10000000000000002,
Joe Biden,,Candidate,male,8,1,184,"The biggest mistake that Bernie made, that Senator Sanders made, he voted to give the gun manufacturers, the only major industry in America, a loophole that does not allow them to be sued for the carnage they are creating.",Sanders,,America;,,,,0.03125,Bernie Sanders
Joe Biden,,Candidate,male,8,1,184,"The biggest mistake that Bernie made, that Senator Sanders made, he voted to give the gun manufacturers, the only major industry in America, a loophole that does not allow them to be sued for the carnage they are creating.",Bernie,,America;,,,,0.03125,Bernie Sanders
Joe Biden,,Candidate,male,8,1,184,"And I might add Bernie, while you were representing your constituency, an awful lot of people [inaudible] your gun state and they've come around.",Bernie,,,,,,-1.0,Bernie Sanders
Joe Biden,,Candidate,male,8,1,185,"While I was pushing the Brady Background Bill to check background checks, Bernie voted five times against that when he was in the House.",Bernie,House;,,,,,0.0,Bernie Sanders
Joe Biden,,Candidate,male,8,1,193,"And I was part of the reason why Elena Kagan, who worked for me, we got onto the Supreme Court.",Elena Kagan,the Supreme Court;,,,,,0.0,
Joe Biden,,Candidate,male,8,1,193,I was part of the reason why Ruth Bader Ginsburg is on the Court.,Ruth Bader Ginsburg,Court;,,,,,0.0,
Joe Biden,,Candidate,male,8,1,193,I was part of the reason why Sotomayer is on the Court and she will swear me in.,Sotomayer,Court;,,,,,0.0,
Joe Biden,,Candidate,male,8,1,193,"I presided, and I'm the reason why this right wasn't taken away a long time ago because I almost single handedly made sure that Robert Bork did not get on the Court because he did not think there should be enumerated rights [inaudible 00:18:04].",Robert Bork,Court;,,,,,0.16607142857142854,
Joe Biden,,Candidate,male,8,1,197,"Excuse me, legislates Roe V.",Roe V.,,,,,,-0.05,
Joe Biden,,Candidate,male,8,1,197,Wade adjusted by Casey.,Casey,,,,,,0.0,
Joe Biden,,Candidate,male,8,1,197,Wade adjusted by Casey.,Wade,,,,,,0.0,
Joe Biden,,Candidate,male,8,1,208,I agree with Ruth Bader Ginsburg.,Ruth Bader Ginsburg,,,,,,0.0,
Joe Biden,,Candidate,male,8,1,208,"Look, the Democrats stood up against the man I've revered, Franklin Delano Roosevelt, he wanted to expand the Court.",Franklin Delano Roosevelt,Court;,,Democrats;,,,0.0,
Joe Biden,,Candidate,male,8,1,247,"I've already spoken to Dick Harpootlian and he in fact is, I believe, sorry for what he said.",Dick Harpootlian,,,,,,-0.5,
Joe Biden,,Candidate,male,8,1,247,"Every one of the things we talked about here, for example, in South Carolina, Jim Clyburn, he has a program, 10-15-30.",Jim Clyburn,,South Carolina;,,,,0.0,
Joe Biden,,Candidate,male,8,1,260,"In response to the letter that the person, I'm not saying Bernie wrote the letter, but the senator who wrote the letter was very brisk and significant with other African Americans in South Carolina taking issue with her.",Bernie,,South Carolina;,African Americans;,,,0.1125,Bernie Sanders
Joe Biden,,Candidate,male,8,1,261,"But look, Amy is right, the senator's correct.",Amy,,,,,,0.2857142857142857,Amy Klobuchar
Joe Biden,,Candidate,male,8,1,325,"Yang said, aren't going on to college, although I think we should help with college.",Yang,,,,,,0.0,Andrew Yang
Joe Biden,,Candidate,male,9,1,32,"In terms of who can beat Donald Trump, NBC did a poll yesterday.",Donald Trump,NBC;,,,,,0.0,
Joe Biden,,Candidate,male,9,1,32,It says Joe Biden is best equipped to beat Donald Trump.,Donald Trump,,,,,,1.0,
Joe Biden,,Candidate,male,9,1,32,It says Joe Biden is best equipped to beat Donald Trump.,Joe Biden,,,,,,1.0,Joe Biden
Joe Biden,,Candidate,male,9,1,34,"So in terms of being able to beat Donald Trump, I'm better positioned, according to your poll, than anybody else to beat Donald Trump, number one.",Donald Trump,,,,,,0.5,
Joe Biden,,Candidate,male,9,1,34,"So in terms of being able to beat Donald Trump, I'm better positioned, according to your poll, than anybody else to beat Donald Trump, number one.",Donald Trump,,,,,,0.5,
Joe Biden,,Candidate,male,9,1,36,"And when we came along in our administration, President Obama, and said we're going to send in a moderator to -- a mediator, stop it, he said that's unnecessary.",Obama,,,,,,-0.4,
Joe Biden,,Candidate,male,9,1,37,"But in terms of who is best prepared to beat Donald Trump, look at your poll and what it says.",Donald Trump,,,,,,1.0,
Joe Biden,,Candidate,male,9,1,145,But I paid for it by making sure that Mike and other people pay at the same tax rate their secretary pays at.,Mike,,,,,,0.125,Mike Bloomberg
Joe Biden,,Candidate,male,9,1,147,"Number two, you know, from the moment -- from the moment we passed that signature legislation, Mike called it a disgrace, number one.",Mike,,,,,,0.0,Mike Bloomberg
Joe Biden,,Candidate,male,9,1,148,"But they don't tell you, when you ask Bernie how much it costs, the last time he said that -- I think it was on your show -- he said we'll find out, we'll find out or something to that effect.",Bernie,,,,,,0.1,Bernie Sanders
Joe Biden,,Candidate,male,9,1,185,The reason that stop and frisk changed is because Barack Obama sent moderators to see what was going on.,Barack Obama,,,,,,0.0,
Joe Biden,,Candidate,male,9,1,314,And didn't support Barack.,Barack,,,,,,0.0,
Joe Biden,,Candidate,male,9,1,374,"Si, thank you.",Si,,,,,,0.0,Bill de Blasio
Joe Biden,,Candidate,male,9,1,593,"The idea that you're able to have a capital gains tax that you pay at the rate of 20 percent if you are -- if you're Mike Bloomberg or whomever that has a whole lot of money, and someone else who's paying at -- your staffer is paying at 25 percent is wrong.",Mike Bloomberg,,,,,,0.06666666666666665,Mike Bloomberg
Joe Biden,,Candidate,male,9,1,643,"You know, if you excuse a point of personal privilege, they used to say, it was said that I was in the pocket of Mitch McConnell.",Mitch McConnell,,,,,,-0.025,
Joe Biden,,Candidate,male,9,1,643,"I'm the only person on this stage that's beaten Mitch McConnell on four major, major cases.",Mitch McConnell,,,,,,0.04166666666666666,
Joe Biden,,Candidate,male,9,1,645,"And Mitch McConnell -- I've been the object of his affection and the president's affection, the way he's gone after me, this new Republican party, after me, after my son, after my family.",Mitch McConnell,,,Republican;,,,0.13636363636363635,
Joe Biden,,Candidate,male,9,1,645,I don't need to be told I'm a friend of Mitch McConnell's.,Mitch McConnell's,,,,,,0.0,
Joe Biden,,Candidate,male,9,1,645,"Mitch McConnell has been the biggest pain in my neck in a long, long time.",Mitch McConnell,,,,,,-0.05,
Joe Biden,,Candidate,male,9,1,646,"You've got to move with Grandpa.""",Grandpa,,,,,,0.0,
Joe Biden,,Candidate,male,9,1,767,"The only person in here that has a worse record on immigration is Bernie, because Bernie voted against the 2007 bill.",Bernie,,,,,,-0.2,Bernie Sanders
Joe Biden,,Candidate,male,9,1,767,"The only person in here that has a worse record on immigration is Bernie, because Bernie voted against the 2007 bill.",Bernie,,,,,,-0.2,Bernie Sanders
Joe Biden,,Candidate,male,10,1,110,Bernie voted five times against the Brady Bill and wanted a waiting period...,Brady Bill,Bernie;,,,,,0.0,
Joe Biden,,Candidate,male,10,1,113,2010-2015 Josh,Josh,,,,,,0.0,
Joe Biden,,Candidate,male,10,1,115,"In addition to that, being progressive, he thought Barack Obama -- he wanted a primary-- he said we should primary Barack Obama, someone should, and, in fact, the president was weak and our administration was in fact not up to it.",Barack Obama,,,,,,0.1416666666666667,
Joe Biden,,Candidate,male,10,1,115,"In addition to that, being progressive, he thought Barack Obama -- he wanted a primary-- he said we should primary Barack Obama, someone should, and, in fact, the president was weak and our administration was in fact not up to it.",Barack Obama,,,,,,0.1416666666666667,
Joe Biden,,Candidate,male,10,1,317,"Look, a guy who's a friend of mine down here named Fritz Hollings -- he passed away -- he said, you want to know what a woman will do, look what they have done.",Fritz Hollings,,,,,,-0.1555555555555556,
Joe Biden,,Candidate,male,10,1,320,You talk about what we're talking about with Bernie.,Bernie,,,,,,0.0,Bernie Sanders
Joe Biden,,Candidate,male,10,1,349,"Where we come from, that's called Tommy come lately.",Tommy,,,,,,-0.3,
Joe Biden,,Candidate,male,10,1,364,Tommy come lately.,Tommy,,,,,,-0.3,
Joe Biden,,Candidate,male,10,1,444,"In addition to, that I passed the Brady Bill with waiting periods.",Brady Bill,,,,,,0.0,
Joe Biden,,Candidate,male,10,1,444,"That has caused carnage on our streets, 150 million people have been killed since 2007 when Bernie voted to exempt the gun manufacturers from liability.",Bernie,,,,,,-0.2,Bernie Sanders
Joe Biden,,Candidate,male,10,1,453,... and I can beat Mitch McConnell.,Mitch McConnell,,,,,,0.0,
Joe Biden,,Candidate,male,10,1,476,"You, in fact, when you were -- as a senator tried to get it covered and Mitch McConnell is holding it up on his desk right now, and we're going to lose the Violence Against Women Act across the board.",Mitch McConnell,,,,,,0.2857142857142857,
Joe Biden,,Candidate,male,10,1,753,And I spent more time with Xi Jinping than any world leader had by the time we left office.,Xi Jinping,,,,,,0.13333333333333333,
Joe Biden,,Candidate,male,10,1,789,I talked to Barack Obama...,Barack Obama,,,,,,0.0,
Joe Biden,,Candidate,male,10,1,793,"Barack Obama was abroad, he was in a town meeting, he did not in any way suggest that there was anything positive about the Cuban government.",Barack Obama,,,Cuban;,,,0.2272727272727273,
Joe Biden,,Candidate,male,10,1,868,"They were engaged, and when we -- when, in fact, we were -- the last election in 2016 against Hillary, they were.",Hillary,,,,,,0.0,
Joe Biden,,Candidate,male,10,1,870,We went to Mitch McConnell and said join us and point out what is happening here.,Mitch McConnell,,,,,,0.0,
Joe Biden,,Candidate,male,10,1,916,"I would be in Beijing, I would be calling to -- I would be speaking with Xi Jinping.",Xi Jinping,,Beijing;,,,,0.0,
John Delaney,,Candidate,male,1,1,73,The Obama administration gave me an award for lending to disadvantaged communities.,Obama,,,,,,0.0,
John Delaney,,Candidate,male,1,1,137,"He'd look at me and he'd say, good job, John, for getting health care for every American.",John,,,American;,,,0.35,John Delaney
John Delaney,,Candidate,male,1,1,444,"Rachel, we have to actually...",Rachel,,,,,,0.0,
John Delaney,,Candidate,male,1,1,659,I support Speaker Pelosi's decisions that she is making in the House of Representatives right now as speaker.,Pelosi,the House of Representatives;,,,,,0.2857142857142857,
John Delaney,,Candidate,male,1,1,661,"But I will tell you, Rachel, the one thing when you're out doing as much campaigning as I've done, 400 events, all 99 counties in Iowa, this is not the number-one issue the American people ask us about.",Rachel,,Iowa;,American;,,,0.1,
John Delaney,,Candidate,male,2,1,17,"We can go down the road that Senator Sanders and Senator Warren want to take us, which is with bad policies like Medicare for all, free everything and impossible promises that will turn off independent voters and get Trump re-elected.",Trump,Medicare;,,,,,-0.2244444444444444,
John Delaney,,Candidate,male,2,1,17,"We can go down the road that Senator Sanders and Senator Warren want to take us, which is with bad policies like Medicare for all, free everything and impossible promises that will turn off independent voters and get Trump re-elected.",Warren,Medicare;,,,,,-0.2244444444444444,Elizabeth Warren
John Delaney,,Candidate,male,2,1,17,"We can go down the road that Senator Sanders and Senator Warren want to take us, which is with bad policies like Medicare for all, free everything and impossible promises that will turn off independent voters and get Trump re-elected.",Sanders,Medicare;,,,,,-0.2244444444444444,Bernie Sanders
John Delaney,,Candidate,male,2,1,17,That's what happened with McGovern.,McGovern,,,,,,0.0,
John Delaney,,Candidate,male,2,1,17,That's what happened with Mondale.,Mondale,,,,,,0.0,
John Delaney,,Candidate,male,2,1,17,That's what happened with Dukakis.,Dukakis,,,,,,0.0,
John Delaney,,Candidate,male,2,1,18,"That's the type of background -- and my platform is about real solutions, not impossible promises, that can beat Trump and govern.",Trump,,,,,,0.26666666666666666,
John Delaney,,Candidate,male,2,1,230,"So the bill that Senator Sanders drafted, by definition will lower quality in healthcare, because it says specifically that the rates will be the same as current Medicare rates.",Sanders,Medicare;,,,,,0.0,Bernie Sanders
John Delaney,,Candidate,male,2,1,486,That's the equivalent of what Senator Sanders and Senator Warren are proposing with health care.,Warren,,,,,,0.0,Elizabeth Warren
John Delaney,,Candidate,male,2,1,486,That's the equivalent of what Senator Sanders and Senator Warren are proposing with health care.,Sanders,,,,,,0.0,Bernie Sanders
John Delaney,,Candidate,male,2,1,695,President Trump wants to build physical walls and beats up on immigrants.,Trump,,,,,,0.1,
John Delaney,,Candidate,male,2,1,695,Most of the folks running for president want to build economic walls to free trade and beat up on President Obama.,Obama,,,,,,0.3666666666666667,
John Delaney,,Candidate,male,2,1,695,President Obama was right about that.,Obama,,,,,,0.2857142857142857,
John Delaney,,Candidate,male,2,1,696,Senator Warren just issued a trade plan...,Warren,,,,,,0.0,Elizabeth Warren
John Delaney,,Candidate,male,2,1,713,I think President Obama was right.,Obama,,,,,,0.2857142857142857,
John Delaney,,Candidate,male,2,1,714,"Senator Warren's plan, basically, that she put out, we would not be able to trade with the United Kingdom.",Warren,,the United Kingdom;,,,,0.5,Elizabeth Warren
John Delaney,,Candidate,male,2,1,782,You know the last president to do that was actually Ronald Reagan.,Ronald Reagan,,,,,,0.0,
John Delaney,,Candidate,male,2,1,782,I've called for the expansion of universal pre-K so that every American has pre-K.,pre-K.,,,American;,,,0.0,
John Delaney,,Candidate,male,2,1,937,"Thank you, Jake.",Jake,,,,,,0.0,
John Delaney,,Candidate,male,2,1,938,John F.,John F.,,,,,,0.0,John Delaney
John Delaney,,Candidate,male,2,1,938,"Kennedy famously said we should not seek the Republican answer, we should not seek the Democratic answer, we should seek the right answer.",Kennedy,,,Democratic;Republican;,,,0.3928571428571429,
John Delaney,,Candidate,male,2,1,939,Donald Trump is the symptom of a disease.,Donald Trump,,,,,,0.0,
John Hickenlooper,,Candidate,male,1,2,412,"Mayor Buttigieg - Mayor Buttigieg, if I could . ..",Buttigieg - Mayor Buttigieg,,,,,,0.0,Pete Buttigieg
John Hickenlooper,,Candidate,male,1,2,417,"We had a shooting when I first became mayor, 10 years before Ferguson.",Ferguson,,,,,,0.25,
John Hickenlooper,,Candidate,male,1,2,418,"I think the real question that America should be asking is why, five years after Ferguson, every city doesn't have this level of police accountability.",Ferguson,,America;,,,,0.2,
John Hickenlooper,,Candidate,male,2,1,27,That's how we're going to beat Donald Trump.,Donald Trump,,,,,,0.0,
John Hickenlooper,,Candidate,male,2,1,428,"Or you're going to -- the Green New Deal make sure that every American's guaranteed a government job if they want, that is a disaster at the ballot box, you might as well FedEx the election to Donald Trump.",Donald Trump,FedEx;,,American;,,,0.10909090909090907,
John Hickenlooper,,Candidate,male,2,1,429,"I think we've got to focus on where Donald Trump is failing, you know, the world malpractice, and this is interesting -- I always thought it was doctors or lawyers, it's -- you know negligent, improper, illegal professional activity for doctors, lawyers or public officials, Google it, check it out.",Donald Trump,Google;,,,,,0.025,
John Hickenlooper,,Candidate,male,2,1,430,"Donald Trump is malpractice personified, we've got to point that out.",Donald Trump,,,,,,0.0,
John Hickenlooper,,Candidate,male,2,1,631,In Colorado when I was Mayor we got universal pre-K for every kid in the urban city.,pre-K,,Colorado;,,,,0.0,
John Hickenlooper,,Candidate,male,2,1,631,We did major police reform 10 years before Ferguson -- why is it now that five years after Ferguson we still don't have anything?,Ferguson,,,,,,0.0625,
John Hickenlooper,,Candidate,male,2,1,631,We did major police reform 10 years before Ferguson -- why is it now that five years after Ferguson we still don't have anything?,Ferguson,,,,,,0.0625,
John Hickenlooper,,Candidate,male,2,1,740,"So -- so I think -- again, I think Congressman Delaney has got a point here.",Delaney,,,,,,0.0,John Delaney
John Hickenlooper,,Candidate,male,2,1,952,"And I can lead the people of this country towards a stronger, a healthier, and a more secure future, and defeat Donald Trump and return this country to its glory.",Donald Trump,,,,,,0.3,
Julian Castro,,Candidate,male,1,1,54,"Thank you very much for that question, Lester.",Lester,,,,,,0.26,
Julian Castro,,Candidate,male,1,1,54,"You know, I grew up with a mother who raised my brother, Joaquin, and me as a single parent.",Joaquin,,,,,,-0.07142857142857142,
Julian Castro,,Candidate,male,1,1,181,Wade and will respect it...,Wade,,,,,,0.0,
Julian Castro,,Candidate,male,1,1,207,"... watching that image of Oscar and his daughter, Valeria, is heartbreaking.",Valeria,,,,,,0.0,
Julian Castro,,Candidate,male,1,1,207,"... watching that image of Oscar and his daughter, Valeria, is heartbreaking.",Oscar,,,,,,0.0,
Julian Castro,,Candidate,male,1,1,209,"If I were president today, I would sign an executive order that would get rid of Trump's zero-tolerance policy, the remain in Mexico policy, and the metering policy -- this metering policy is basically what prompted Oscar and Valeria to make that risky swim across the river.",Valeria,Trump;,Mexico;,,,,0.0,
Julian Castro,,Candidate,male,1,1,209,"If I were president today, I would sign an executive order that would get rid of Trump's zero-tolerance policy, the remain in Mexico policy, and the metering policy -- this metering policy is basically what prompted Oscar and Valeria to make that risky swim across the river.",Oscar,Trump;,Mexico;,,,,0.0,
Julian Castro,,Candidate,male,1,1,209,"Oscar and Valeria went to a port of entry, and then they were denied the ability to make an asylum claim, so they got frustrated and they tried to cross the river, and they died because of that.",Valeria,,,,,,-0.35,
Julian Castro,,Candidate,male,1,1,209,"Oscar and Valeria went to a port of entry, and then they were denied the ability to make an asylum claim, so they got frustrated and they tried to cross the river, and they died because of that.",Oscar,,,,,,-0.35,
Julian Castro,,Candidate,male,1,1,223,"You know, my plan -- and I'm glad to see that Senator Booker, Senator Warren, and Governor Inslee agree with me on this.",Inslee,,,,,,0.5,Jay Inslee
Julian Castro,,Candidate,male,1,1,223,"You know, my plan -- and I'm glad to see that Senator Booker, Senator Warren, and Governor Inslee agree with me on this.",Warren,,,,,,0.5,Elizabeth Warren
Julian Castro,,Candidate,male,1,1,223,"You know, my plan -- and I'm glad to see that Senator Booker, Senator Warren, and Governor Inslee agree with me on this.",Booker,,,,,,0.5,Cory Booker
